"Name","Aura","CL","Slot","Price","Weight","Description","Requirements","Cost","Group","Source","AL","Int","Wis","Cha","Ego","Communication","Senses","Powers","MagicItems","Destruction","MinorArtifactFlag","MajorArtifactFlag","Abjuration","Conjuration","Divination","Enchantment","Evocation","Necromancy","Transmutation","AuraStrength","WeightValue","PriceValue","CostValue","Languages","BaseItem","LinkText","id"
"Trapmaker's Sack","moderate transmutation",9,"none","20,000 gp","2 lbs.","This heavy leather bag bulges only slightly but upon closer inspection appears to be chocked full of knives, gears, picks, shovels, and arrows. Once per day as a full-round action, the bearer can command the sack to create any mechanical trap of CR 4 or less (Core Rulebook 420-422), which appears at a designated spot within 50 feet. The bearer must make a Craft (traps) check with a DC equal to the normal DC for creating the trap (Core Rulebook 424). If successful, the trap instantly merges with the chosen area, exactly as if someone had actually built the trap in that spot. If the check fails, no trap appears. The sack can alter earth, stone, and wood to accommodate the trap without altering nearby terrain (including doors, pits, and so on).","Craft Wondrous Item, fabricate, creator must have 5 ranks in Craft (traps)","10,000 gp","Wondrous Item","Advanced Race Guide",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"moderate",2,20000,10000,,,"NULL",1149
"Wound Paste","faint conjuration",1,"none","50 gp","1/2 lb.","Prized by slavers as an affordable way to stop a captive from bleeding to death, a dose of wound paste acts as a stabilize spell when slathered on a dying creature. Applying wound paste is a standard action that provokes an attack of opportunity. A pot of wound paste contains 5 doses.","Craft Wondrous Item, stabilize","25 gp","Wondrous Item","Advanced Race Guide",,,,,,,,,,,0,0,0,1,0,0,0,0,0,"faint",0.5,50,25,,,"NULL",1146
"Feather Token, floating feather","strong conjuration",12,"none","450 gp",0,"Several varieties of these enchanted feathers are popular in Andoran. Full rules for feather tokens can be found in the Core Rulebook. Floating Feather: This token can be attached to any creature up to 200 pounds, causing a pair of large wings to grow from the target and allowing her to fly (speed 30, average maneuverability) for 1 minute. The token can be attached to an object of up to 200 pounds, which flies straight in a direction indicated by the creature who activates the feather unless the activator uses a move action to redirect its movement. The wings persist for 1 minute.","Craft Wondrous Item, major creation","225 gp","Wondrous Item","Andoran",,,,,,,,,,,0,0,0,1,0,0,0,0,0,"strong",0,450,225,,,"NULL",577
"Feather Token, lance","strong conjuration",12,"none","150 gp",0,"Several varieties of these enchanted feathers are popular in Andoran. Full rules for feather tokens can be found in the Core Rulebook. Lance: This token turns into a white-plumed +1 lance for 1 minute. This token is often used when carrying a large weapon is illegal or impractical.","Craft Wondrous Item, major creation","75 gp","Wondrous Item","Andoran",,,,,,,,,,,0,0,0,1,0,0,0,0,0,"strong",0,150,75,,,"NULL",578
"Feather Token, returning raven","strong conjuration",12,"none","800 gp",0,"Several varieties of these enchanted feathers are popular in Andoran. Full rules for feather tokens can be found in the Core Rulebook. Returning Raven: A token that transforms into a spectral bird and flies to a designated location within 10 miles and speaks a message in the user's voice of up to 25 words. The returning raven will hover in midair for 1 minute, and if touched during this time it will accept a single new message of up to 25 words and then return to its point of origin and deliver it in the voice of the creature that touched it. The returning raven vanishes after delivering the second message or if no new message is imparted within 1 minute.","Craft Wondrous Item, major creation","400 gp","Wondrous Item","Andoran",,,,,,,,,,,0,0,0,1,0,0,0,0,0,"strong",0,800,400,,,"NULL",581
"Feather Token, sky hook","strong conjuration",12,"none","200 gp",0,"Several varieties of these enchanted feathers are popular in Andoran. Full rules for feather tokens can be found in the Core Rulebook. Sky Hook: This token transforms into a huge disembodied eagle's talon (hardness 5, hp 25) anchored wherever you activate it. The talon can support up to 1,000 pounds and persists for 1 day. The talon can be moved up to 10 feet with a DC 20 Strength check.","Craft Wondrous Item, major creation","100 gp","Wondrous Item","Andoran",,,,,,,,,,,0,0,0,1,0,0,0,0,0,"strong",0,200,100,,,"NULL",579
"Feather Token, tar and feathers","strong conjuration",12,"none","600 gp",0,"Several varieties of these enchanted feathers are popular in Andoran. Full rules for feather tokens can be found in the Core Rulebook. Tar and Feathers: This token can be directed to float to any point within 60 feet and then burst into a mass of sticky white feathers that adheres to all creatures in a 10-foot radius. The clinging feathers affect creatures in the area as a glitterdust spell.","Craft Wondrous Item, major creation","300 gp","Wondrous Item","Andoran",,,,,,,,,,,0,0,0,1,0,0,0,0,0,"strong",0,600,300,,,"NULL",580
"Figurine of Wondrous Power (serpentine eagle)","moderate transmutation",11,"none","9,100 gp",0,"This Andoren variant of the serpentine owl can be transformed into an eagle or giant eagle but is otherwise identical to the owl figurine. Serpentine eagles are popular among Eagle Knights for scouting and emergency transportation.","Craft Wondrous Item, animate objects","4,550 gp","Wondrous Item","Andoran",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"moderate",0,9100,4550,,,"NULL",576
"Golden Eagle Epaulets","minor abjuration, enchantment, evocation",1,"shoulder","3,000 gp",0,"These decorative golden braids allow the wearer to cast bless once per day. They also grant a +2 competence bonus to Diplomacy and one other skill (chosen at the time of crafting), typically Handle Animal or Ride for members of the Golden Legion and Perception or Stealth for the Steel Falcons. If the wearer is reduced to 0 or fewer hit points, once per day the epaulets automatically activate a sanctuary spell (Will DC 11) on her.","Craft Wondrous Item, bless, guidance, sanctuary","1,500 gp","Wondrous Item","Andoran",,,,,,,,,,,0,0,1,0,0,1,1,0,0,"none",0,3000,1500,,,"NULL",575
"Talon Sword","moderate abjuration",8,"none","19,515 gp","6 lbs.","Weapons like this alchemical silver +2 defending bastard sword are favored blades of the Eagle Knights. Easily recognized by its notched blades and golden quillons crafted like upswept eagle wings, its defending ability also protects the wielder's mount. Wealthier Eagle Knights who frequently skirmish on the western border against Chelish fiends sometimes have their swords crafted with the ability to cast dimensional anchor on the target as a free action upon a successful hit; these modified blades are called talonstrike swords.","Craft Magic Arms and Armor,shield or shield of faith, shield other","10,015 gp","Weapon","Andoran",,,,,,,,,,,0,0,1,0,0,0,0,0,0,"moderate",6,19515,10015,,"+2 silver defending bastard sword","NULL",573
"Talonstrike Sword","moderate abjuration",8,"none","38,715 gp","6 lbs.","Weapons like this alchemical silver +2 defending bastard sword are favored blades of the Eagle Knights. Easily recognized by its notched blades and golden quillons crafted like upswept eagle wings, its defending ability also protects the wielder's mount. Wealthier Eagle Knights who frequently skirmish on the western border against Chelish fiends sometimes have their swords crafted with the ability to cast dimensional anchor on the target as a free action upon a successful hit; these modified blades are called talonstrike swords.","Craft Magic Arms and Armor, dimensional anchor, shield or shield of faith, shield other","19,615 gp","Weapon","Andoran",,,,,,,,,,,0,0,1,0,0,0,0,0,0,"moderate",6,38715,19615,,"+2 silver defending bastard sword","NULL",574
"Circlet Of Speaking","faint divination",4,"headband","4,800 gp","1 lb.","This thin, silver circlet allows an animal wearing it to speak, even if it is not normally capable of doing so because of its low Intelligence score or lack of known languages. The creator of the item decides what language the circlet's wearer can speak when she crafts the item (typically Common); once crafting is complete, this cannot be changed. A circlet of speaking does not grant an animal a bonus to Intelligence, and the wearer's general behavior remains largely the same while it wears a circlet of speaking, though it can communicate its desires and rudimentary knowledge as though being spoken to via speak with animals.","Craft Wondrous Item, speak with animals","2,400 gp","Wondrous Item","Animal Archive",,,,,,,,,,,0,0,0,0,1,0,0,0,0,"faint",1,4800,2400,,,"NULL",2660
"Collar Of Obedience","moderate enchantment",9,"neck","5,000 gp","3 lbs.","This collar of bright red leather bears a small golden pendant and makes the wearer much more biddable and compliant. The wearer takes a -4 penalty on saving throws against mind-affecting effects used by the creature that placed the collar on it, and that creature gains a +4 bonus on Handle Animal checks to train or push the wearer. Any other creatures take a -4 penalty on Handle Animal checks against the wearer, and the wearer gains a +2 resistance bonus on saving throws against their mind-affecting effects. A collar of obedience can be placed on any Small, Medium, or Large creature. Placing a collar of obedience on a creature is a full-round action that requires a successful grapple maneuver. Removing the collar is also a full-round action, and the creature removing it must have precise digits capable of working the locking mechanism. A creature made helpful with wild empathy does not resist having the collar equipped or removed.","Craft Wondrous Item, charm animal or mind fog","2,500 gp","Wondrous Item","Animal Archive",,,,,,,,,,,0,0,0,0,0,1,0,0,0,"moderate",3,5000,2500,,,"NULL",2661
"Familiar Metamagic Rod","strong (no school)",17,"none","54,000 gp","5 lbs.","The wielder can cast up to three spells per day that affect his familiar as though using the Familiar Spell feat.","Craft Rod, Familiar Spell (see page 18)","27,000 gp","Rod","Animal Archive",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",5,54000,27000,,,"NULL",2666
"Familiar Metamagic Rod, Greater","strong (no school)",17,"none","121,000 gp","5 lbs.","The wielder can cast up to three spells per day that affect his familiar as though using the Familiar Spell feat.","Craft Rod, Familiar Spell (see page 18)","60,750 gp","Rod","Animal Archive",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",5,121000,60750,,,"NULL",2667
"Familiar Metamagic Rod, Lesser","strong (no school)",17,"none","14,000 gp","5 lbs.","The wielder can cast up to three spells per day that affect his familiar as though using the Familiar Spell feat.","Craft Rod, Familiar Spell (see page 18)","7,000 gp","Rod","Animal Archive",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",5,14000,7000,,,"NULL",2665
"Figurine Of Wondrous Power (glass walrus)","moderate transmutation",11,"none","14,000 gp","1 lb.","This figurine of wondrous power is shaped like a walrus and is carved out of a prismatic crystal. It follows all the normal rules for figurines of wondrous power (Pathfinder RPG Core Rulebook 513). When animated, a glass walrus acts in all ways like a normal walrus (see page 29) except it can glide along the surface of water as though under the constant effects of water walk. Up to two Medium creatures or four Small creatures can fit on a glass walrus's back as the creature glides across water (the walrus moves at half speed while carrying creatures), and the walrus can carry up to 600 pounds in this way before it becomes too encumbered to move. A glass walrus can be used twice per week for up to 6 hours per use. When 6 hours have passed or when the command word is spoken, the glass walrus again becomes a tiny statuette.","Craft Wondrous Item, animate objects, water walk","7,000 gp","Wondrous Item","Animal Archive",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"moderate",1,14000,7000,,,"NULL",2668
